Minute,Player,Squad,Outcome,Distance,Body Part,Notes,SCA 1 Player,SCA 1 Event,SCA 2 Player,SCA 2 Event,date
50,Demarai Gray,Everton,Goal,11.0,Left Foot,,Abdoulaye Doucouré,Pass (Live),,,2021-08-21
53,Dominic Calvert-Lewin,Everton,Saved,7.0,Right Foot,,Demarai Gray,Pass (Live),Dominic Calvert-Lewin,Pass (Live),2021-08-21
54,Raphael Dias Belloli,Leeds United,Blocked,19.0,Left Foot,Volley,Stuart Dallas,Pass (Live),,,2021-08-21
58,Dominic Calvert-Lewin,Everton,Saved,9.0,Left Foot,,Alex Iwobi,Pass (Live),Abdoulaye Doucouré,Pass (Live),2021-08-21
59,Richarlison,Everton,Off Target,8.0,Head,,Lucas Digne,Pass (Dead),Dominic Calvert-Lewin,Shot,2021-08-21
72,Raphael Dias Belloli,Leeds United,Goal,20.0,Left Foot,,Liam Cooper,Pass (Live),Kalvin Phillips,Pass (Live),2021-08-21
74,Dominic Calvert-Lewin,Everton,Saved,11.0,Head,,Alex Iwobi,Pass (Live),Demarai Gray,Pass (Live),2021-08-21
74,Stuart Dallas,Leeds United,Off Target,32.0,Right Foot,,Patrick Bamford,Pass (Live),Tyler Roberts,Pass (Live),2021-08-21
76,Richarlison,Everton,Off Target,21.0,Right Foot,,,,,,2021-08-21
77,Liam Cooper,Leeds United,Off Target,10.0,Head,,Raphael Dias Belloli,Pass (Dead),Stuart Dallas,Fouled,2021-08-21
82,Pascal Struijk,Leeds United,Off Target,9.0,Head,,Stuart Dallas,Pass (Dead),Raphael Dias Belloli,Fouled,2021-08-21
84,Patrick Bamford,Leeds United,Blocked,16.0,Left Foot,,Kalvin Phillips,Pass (Live),Stuart Dallas,Pass (Live),2021-08-21
85,Raphael Dias Belloli,Leeds United,Blocked,28.0,Left Foot,Half volley,Luke Ayling,Pass (Live),,,2021-08-21
87,Séamus Coleman,Everton,Off Target,25.0,Left Foot,,Dominic Calvert-Lewin,Pass (Live),Abdoulaye Doucouré,Pass (Live),2021-08-21
89,Andros Townsend,Everton,Saved,26.0,Left Foot,,Richarlison,Pass (Live),Lucas Digne,Pass (Live),2021-08-21
90+1,Abdoulaye Doucouré,Everton,Blocked,23.0,Left Foot,,,,,,2021-08-21
90+1,Michael Keane,Everton,Saved,7.0,Head,,Lucas Digne,Pass (Dead),Abdoulaye Doucouré,Shot,2021-08-21
90+5,Jack Harrison,Leeds United,Blocked,21.0,Right Foot,,,,,,2021-08-21
90+5,Patrick Bamford,Leeds United,Blocked,5.0,Left Foot,,Jack Harrison,Shot,,,2021-08-21
7,Conor Gallagher,Crystal Palace,Woodwork,8.0,Right Foot,,Wilfried Zaha,Pass (Live),Conor Gallagher,Pass (Live),2021-08-21
9,Ivan Toney,Brentford,Off Target,26.0,Left Foot,Half volley,Christian Nørgaard,Pass (Live),Bryan Mbeumo,Pass (Live),2021-08-21
21,Kristoffer Ajer,Brentford,Blocked,10.0,Right Foot,,Sergi Canós,Pass (Live),Ethan Pinnock,Pass (Live),2021-08-21
21,Vitaly Janelt,Brentford,Blocked,22.0,Right Foot,,Kristoffer Ajer,Shot,,,2021-08-21
21,Bryan Mbeumo,Brentford,Off Target,17.0,Left Foot,,Rico Henry,Pass (Live),Vitaly Janelt,Shot,2021-08-21
32,Conor Gallagher,Crystal Palace,Saved,20.0,Left Foot,,Jeffrey Schlupp,Pass (Live),Jeffrey Schlupp,Dribble,2021-08-21
36,Frank Onyeka,Brentford,Blocked,19.0,Left Foot,,Bryan Mbeumo,Pass (Live),Ivan Toney,Pass (Live),2021-08-21
40,Bryan Mbeumo,Brentford,Woodwork,21.0,Left Foot,Free kick,Frank Onyeka,Fouled,Sergi Canós,Pass (Live),2021-08-21
45,Ivan Toney,Brentford,Saved,12.0,Left Foot,Volley,Rico Henry,Pass (Live),Rico Henry,Dribble,2021-08-21
45+2,Vitaly Janelt,Brentford,Blocked,25.0,Left Foot,,Frank Onyeka,Pass (Live),,,2021-08-21
45+2,Ethan Pinnock,Brentford,Wayward,14.0,Head,,Sergi Canós,Pass (Live),Frank Onyeka,Pass (Live),2021-08-21
45+2,Frank Onyeka,Brentford,Saved,27.0,Right Foot,,Vitaly Janelt,Pass (Live),Rico Henry,Pass (Live),2021-08-21
48,Ivan Toney,Brentford,Saved,4.0,Other,,Bryan Mbeumo,Pass (Dead),,,2021-08-21
54,Christian Benteke,Crystal Palace,Off Target,8.0,Head,,Joel Ward,Pass (Live),Conor Gallagher,Pass (Live),2021-08-21
60,Bryan Mbeumo,Brentford,Off Target,24.0,Left Foot,,Vitaly Janelt,Pass (Dead),Frank Onyeka,Fouled,2021-08-21
67,Ivan Toney,Brentford,Off Target,5.0,Head,,Bryan Mbeumo,Pass (Dead),,,2021-08-21
69,James McArthur,Crystal Palace,Saved,21.0,Right Foot,,Wilfried Zaha,Pass (Live),Jordan Ayew,Pass (Live),2021-08-21
70,Joel Ward,Crystal Palace,Off Target,24.0,Left Foot,Half volley,,,,,2021-08-21
77,Ivan Toney,Brentford,Off Target,13.0,Left Foot,Volley,Christian Nørgaard,Pass (Live),Saman Ghoddos,Pass (Dead),2021-08-21
84,Jordan Ayew,Crystal Palace,Off Target,13.0,Right Foot,Volley,Christian Benteke,Pass (Live),Wilfried Zaha,Pass (Live),2021-08-21
90+4,Joachim Andersen,Crystal Palace,Off Target,12.0,Head,,Conor Gallagher,Pass (Dead),Conor Gallagher,Fouled,2021-08-21
3.0,Yves Bissouma,Brighton,Off Target,21.0,Right Foot,,Neal Maupay,Pass (Live),Solly March,Pass (Live),2021-08-21
4.0,Ken Sema,Watford,Blocked,18.0,Left Foot,,Ismaila Sarr,Pass (Live),Tom Cleverley,Pass (Live),2021-08-21
10.0,Shane Duffy,Brighton,Goal,9.0,Head,,Pascal Groß,Pass (Dead),,,2021-08-21
13.0,Ismaila Sarr,Watford,Off Target,23.0,Right Foot,,,,,,2021-08-21
41.0,Neal Maupay,Brighton,Goal,16.0,Right Foot,,Yves Bissouma,Pass (Live),Yves Bissouma,Fouled,2021-08-21
49.0,Ismaila Sarr,Watford,Wayward,13.0,Head,,Adam Masina,Pass (Live),Christian Kabasele,Pass (Live),2021-08-21
52.0,Aaron Connolly,Brighton,Off Target,9.0,Left Foot,,Alexis Mac Allister,Pass (Live),Yves Bissouma,Pass (Live),2021-08-21
56.0,Leandro Trossard,Brighton,Blocked,26.0,Right Foot,,Alexis Mac Allister,Pass (Live),Aaron Connolly,Pass (Live),2021-08-21
56.0,Leandro Trossard,Brighton,Off Target,22.0,Left Foot,,Pascal Groß,Pass (Live),Adam Lallana,Pass (Live),2021-08-21
62.0,Shane Duffy,Brighton,Blocked,9.0,Head,,Pascal Groß,Pass (Dead),,,2021-08-21
63.0,Tom Cleverley,Watford,Saved,20.0,Left Foot,,Ken Sema,Pass (Live),Ismaila Sarr,Pass (Live),2021-08-21
64.0,Alexis Mac Allister,Brighton,Blocked,23.0,Right Foot,,Solly March,Pass (Live),Alexis Mac Allister,Pass (Live),2021-08-21
70.0,Cucho,Watford,Off Target,26.0,Right Foot,Volley,Joshua King,Pass (Live),Ismaila Sarr,Pass (Live),2021-08-21
71.0,Alexis Mac Allister,Brighton,Blocked,13.0,Left Foot,Half volley,Yves Bissouma,Dribble,Adam Lallana,Pass (Live),2021-08-21
79.0,Shane Duffy,Brighton,Blocked,7.0,Head,,Pascal Groß,Pass (Dead),Pascal Groß,Pass (Live),2021-08-21
79.0,Pascal Groß,Brighton,Saved,20.0,Left Foot,,Alexis Mac Allister,Pass (Live),,,2021-08-21
79.0,Alexis Mac Allister,Brighton,Wayward,4.0,Right Foot,Lob,Pascal Groß,Shot,,,2021-08-21
80.0,Troy Deeney,Watford,Off Target,8.0,Head,,Joshua King,Pass (Live),,,2021-08-21
83.0,Emmanuel Dennis,Watford,Blocked,16.0,Right Foot,Half volley,Troy Deeney,Pass (Live),Oghenekaro Etebo,Pass (Live),2021-08-21
